individual	sex	population	description	super_population
HG00654	f	CHS	Southern Han Chinese	EAS
HG00656	m	CHS	Southern Han Chinese	EAS
HG00657	f	CHS	Southern Han Chinese	EAS
HG00662	m	CHS	Southern Han Chinese	EAS
HG00663	f	CHS	Southern Han Chinese	EAS
HG00671	m	CHS	Southern Han Chinese	EAS
HG00672	f	CHS	Southern Han Chinese	EAS
HG00674	m	CHS	Southern Han Chinese	EAS
HG00675	f	CHS	Southern Han Chinese	EAS
HG00683	m	CHS	Southern Han Chinese	EAS
HG00684	f	CHS	Southern Han Chinese	EAS
HG00689	m	CHS	Southern Han Chinese	EAS
HG00690	f	CHS	Southern Han Chinese	EAS
HG00692	m	CHS	Southern Han Chinese	EAS
HG00693	f	CHS	Southern Han Chinese	EAS
HG00698	m	CHS	Southern Han Chinese	EAS
HG00699	f	CHS	Southern Han Chinese	EAS
HG00701	m	CHS	Southern Han Chinese	EAS
HG00704	m	CHS	Southern Han Chinese	EAS
HG00705	f	CHS	Southern Han Chinese	EAS
HG00707	m	CHS	Southern Han Chinese	EAS
HG00708	f	CHS	Southern Han Chinese	EAS
HG00717	f	CHS	Southern Han Chinese	EAS
HG00728	m	CHS	Southern Han Chinese	EAS
HG00729	f	CHS	Southern Han Chinese	EAS
NA18939	f	JPT	Japanese in Tokyo - Japan	EAS
NA18940	m	JPT	Japanese in Tokyo - Japan	EAS
NA18941	f	JPT	Japanese in Tokyo - Japan	EAS
NA18942	f	JPT	Japanese in Tokyo - Japan	EAS
NA18943	m	JPT	Japanese in Tokyo - Japan	EAS
NA18944	m	JPT	Japanese in Tokyo - Japan	EAS
NA18945	m	JPT	Japanese in Tokyo - Japan	EAS
NA18946	f	JPT	Japanese in Tokyo - Japan	EAS
NA18947	f	JPT	Japanese in Tokyo - Japan	EAS
NA18948	m	JPT	Japanese in Tokyo - Japan	EAS
NA18949	f	JPT	Japanese in Tokyo - Japan	EAS
NA18950	f	JPT	Japanese in Tokyo - Japan	EAS
NA18951	f	JPT	Japanese in Tokyo - Japan	EAS
NA18952	m	JPT	Japanese in Tokyo - Japan	EAS
NA18953	m	JPT	Japanese in Tokyo - Japan	EAS
NA18954	f	JPT	Japanese in Tokyo - Japan	EAS
NA18956	f	JPT	Japanese in Tokyo - Japan	EAS
NA18957	f	JPT	Japanese in Tokyo - Japan	EAS
NA18959	m	JPT	Japanese in Tokyo - Japan	EAS
NA18960	m	JPT	Japanese in Tokyo - Japan	EAS
NA18961	m	JPT	Japanese in Tokyo - Japan	EAS
NA18962	m	JPT	Japanese in Tokyo - Japan	EAS
NA18963	f	JPT	Japanese in Tokyo - Japan	EAS
NA18964	f	JPT	Japanese in Tokyo - Japan	EAS
NA18965	m	JPT	Japanese in Tokyo - Japan	EAS
NA18966	m	JPT	Japanese in Tokyo - Japan	EAS
NA18967	m	JPT	Japanese in Tokyo - Japan	EAS
NA18968	f	JPT	Japanese in Tokyo - Japan	EAS
NA18969	f	JPT	Japanese in Tokyo - Japan	EAS
NA18970	m	JPT	Japanese in Tokyo - Japan	EAS
NA18971	m	JPT	Japanese in Tokyo - Japan	EAS
NA18972	f	JPT	Japanese in Tokyo - Japan	EAS
NA18973	f	JPT	Japanese in Tokyo - Japan	EAS
NA18974	m	JPT	Japanese in Tokyo - Japan	EAS
NA18975	f	JPT	Japanese in Tokyo - Japan	EAS
NA18976	f	JPT	Japanese in Tokyo - Japan	EAS
NA18977	m	JPT	Japanese in Tokyo - Japan	EAS
NA18978	f	JPT	Japanese in Tokyo - Japan	EAS
NA18979	f	JPT	Japanese in Tokyo - Japan	EAS
NA18980	f	JPT	Japanese in Tokyo - Japan	EAS
NA18981	f	JPT	Japanese in Tokyo - Japan	EAS
NA18982	m	JPT	Japanese in Tokyo - Japan	EAS
NA18983	m	JPT	Japanese in Tokyo - Japan	EAS
NA18984	m	JPT	Japanese in Tokyo - Japan	EAS
NA18985	m	JPT	Japanese in Tokyo - Japan	EAS
NA18986	m	JPT	Japanese in Tokyo - Japan	EAS
NA18987	f	JPT	Japanese in Tokyo - Japan	EAS
NA18988	m	JPT	Japanese in Tokyo - Japan	EAS
NA18989	m	JPT	Japanese in Tokyo - Japan	EAS
NA18990	m	JPT	Japanese in Tokyo - Japan	EAS
NA18991	f	JPT	Japanese in Tokyo - Japan	EAS
NA18992	f	JPT	Japanese in Tokyo - Japan	EAS
NA18993	f	JPT	Japanese in Tokyo - Japan	EAS
NA18994	m	JPT	Japanese in Tokyo - Japan	EAS
NA18995	m	JPT	Japanese in Tokyo - Japan	EAS
NA18997	f	JPT	Japanese in Tokyo - Japan	EAS
NA18998	f	JPT	Japanese in Tokyo - Japan	EAS
NA18999	f	JPT	Japanese in Tokyo - Japan	EAS
NA19000	m	JPT	Japanese in Tokyo - Japan	EAS
NA19001	f	JPT	Japanese in Tokyo - Japan	EAS
NA19002	f	JPT	Japanese in Tokyo - Japan	EAS
NA19003	f	JPT	Japanese in Tokyo - Japan	EAS
NA19004	m	JPT	Japanese in Tokyo - Japan	EAS
NA19005	m	JPT	Japanese in Tokyo - Japan	EAS
NA19006	m	JPT	Japanese in Tokyo - Japan	EAS
NA19007	m	JPT	Japanese in Tokyo - Japan	EAS
NA19009	m	JPT	Japanese in Tokyo - Japan	EAS
NA19010	f	JPT	Japanese in Tokyo - Japan	EAS
NA19011	f	JPT	Japanese in Tokyo - Japan	EAS
NA19012	m	JPT	Japanese in Tokyo - Japan	EAS
NA19054	f	JPT	Japanese in Tokyo - Japan	EAS
NA19055	m	JPT	Japanese in Tokyo - Japan	EAS
NA19056	m	JPT	Japanese in Tokyo - Japan	EAS
NA19057	f	JPT	Japanese in Tokyo - Japan	EAS
NA19058	m	JPT	Japanese in Tokyo - Japan	EAS
NA19059	f	JPT	Japanese in Tokyo - Japan	EAS
NA19060	m	JPT	Japanese in Tokyo - Japan	EAS
NA19062	m	JPT	Japanese in Tokyo - Japan	EAS
NA19063	m	JPT	Japanese in Tokyo - Japan	EAS
NA19064	f	JPT	Japanese in Tokyo - Japan	EAS
NA19065	f	JPT	Japanese in Tokyo - Japan	EAS
NA19066	m	JPT	Japanese in Tokyo - Japan	EAS
NA19067	m	JPT	Japanese in Tokyo - Japan	EAS
NA19068	m	JPT	Japanese in Tokyo - Japan	EAS
NA19070	m	JPT	Japanese in Tokyo - Japan	EAS
NA19072	m	JPT	Japanese in Tokyo - Japan	EAS
NA19074	f	JPT	Japanese in Tokyo - Japan	EAS
NA19075	m	JPT	Japanese in Tokyo - Japan	EAS
NA19076	m	JPT	Japanese in Tokyo - Japan	EAS
NA19077	f	JPT	Japanese in Tokyo - Japan	EAS
NA19078	f	JPT	Japanese in Tokyo - Japan	EAS
NA19079	m	JPT	Japanese in Tokyo - Japan	EAS
NA19080	f	JPT	Japanese in Tokyo - Japan	EAS
NA19081	f	JPT	Japanese in Tokyo - Japan	EAS
NA19082	m	JPT	Japanese in Tokyo - Japan	EAS
NA19083	m	JPT	Japanese in Tokyo - Japan	EAS
NA19084	f	JPT	Japanese in Tokyo - Japan	EAS
NA19085	m	JPT	Japanese in Tokyo - Japan	EAS
NA19086	m	JPT	Japanese in Tokyo - Japan	EAS
NA19087	f	JPT	Japanese in Tokyo - Japan	EAS
NA19088	m	JPT	Japanese in Tokyo - Japan	EAS
NA19089	m	JPT	Japanese in Tokyo - Japan	EAS
NA19090	f	JPT	Japanese in Tokyo - Japan	EAS
NA19091	m	JPT	Japanese in Tokyo - Japan	EAS
HG01595	f	KHV	Kinh in Ho Chi Minh City - Vietnam	EAS
HG01596	m	KHV	Kinh in Ho Chi Minh City - Vietnam	EAS
HG01597	f	KHV	Kinh in Ho Chi Minh City - Vietnam	EAS
HG01598	f	KHV	Kinh in Ho Chi Minh City - Vietnam	EAS
HG01599	f	KHV	Kinh in Ho Chi Minh City - Vietnam	EAS
HG01600	f	KHV	Kinh in Ho Chi Minh City - Vietnam	EAS
HG01840	m	KHV	Kinh in Ho Chi Minh City - Vietnam	EAS
HG01841	f	KHV	Kinh in Ho Chi Minh City - Vietnam	EAS
HG01842	m	KHV	Kinh in Ho Chi Minh City - Vietnam	EAS
HG01843	f	KHV	Kinh in Ho Chi Minh City - Vietnam	EAS
HG01844	m	KHV	Kinh in Ho Chi Minh City - Vietnam	EAS
HG01845	f	KHV	Kinh in Ho Chi Minh City - Vietnam	EAS
HG01846	m	KHV	Kinh in Ho Chi Minh City - Vietnam	EAS
HG01847	f	KHV	Kinh in Ho Chi Minh City - Vietnam	EAS
HG01848	f	KHV	Kinh in Ho Chi Minh City - Vietnam	EAS
HG01849	m	KHV	Kinh in Ho Chi Minh City - Vietnam	EAS
HG01850	f	KHV	Kinh in Ho Chi Minh City - Vietnam	EAS
HG01851	f	KHV	Kinh in Ho Chi Minh City - Vietnam	EAS
HG01852	m	KHV	Kinh in Ho Chi Minh City - Vietnam	EAS
HG01853	f	KHV	Kinh in Ho Chi Minh City - Vietnam	EAS
HG01855	f	KHV	Kinh in Ho Chi Minh City - Vietnam	EAS
HG01857	f	KHV	Kinh in Ho Chi Minh City - Vietnam	EAS
HG01858	f	KHV	Kinh in Ho Chi Minh City - Vietnam	EAS
HG01859	f	KHV	Kinh in Ho Chi Minh City - Vietnam	EAS
HG01860	m	KHV	Kinh in Ho Chi Minh City - Vietnam	EAS
HG01861	m	KHV	Kinh in Ho Chi Minh City - Vietnam	EAS
HG01862	f	KHV	Kinh in Ho Chi Minh City - Vietnam	EAS
HG01863	f	KHV	Kinh in Ho Chi Minh City - Vietnam	EAS
HG01864	m	KHV	Kinh in Ho Chi Minh City - Vietnam	EAS
HG01865	m	KHV	Kinh in Ho Chi Minh City - Vietnam	EAS
HG01866	m	KHV	Kinh in Ho Chi Minh City - Vietnam	EAS
HG01867	m	KHV	Kinh in Ho Chi Minh City - Vietnam	EAS
HG01868	f	KHV	Kinh in Ho Chi Minh City - Vietnam	EAS
HG01869	f	KHV	Kinh in Ho Chi Minh City - Vietnam	EAS
HG01870	f	KHV	Kinh in Ho Chi Minh City - Vietnam	EAS
HG01871	f	KHV	Kinh in Ho Chi Minh City - Vietnam	EAS
HG01872	m	KHV	Kinh in Ho Chi Minh City - Vietnam	EAS
HG01873	m	KHV	Kinh in Ho Chi Minh City - Vietnam	EAS
HG01874	f	KHV	Kinh in Ho Chi Minh City - Vietnam	EAS
HG01878	f	KHV	Kinh in Ho Chi Minh City - Vietnam	EAS
HG02016	f	KHV	Kinh in Ho Chi Minh City - Vietnam	EAS
HG02017	m	KHV	Kinh in Ho Chi Minh City - Vietnam	EAS
HG02019	f	KHV	Kinh in Ho Chi Minh City - Vietnam	EAS
HG02020	m	KHV	Kinh in Ho Chi Minh City - Vietnam	EAS
HG02023	m	KHV	Kinh in Ho Chi Minh City - Vietnam	EAS
HG02025	f	KHV	Kinh in Ho Chi Minh City - Vietnam	EAS
HG02026	m	KHV	Kinh in Ho Chi Minh City - Vietnam	EAS
HG02028	f	KHV	Kinh in Ho Chi Minh City - Vietnam	EAS
HG02029	m	KHV	Kinh in Ho Chi Minh City - Vietnam	EAS
HG02031	f	KHV	Kinh in Ho Chi Minh City - Vietnam	EAS
HG02032	m	KHV	Kinh in Ho Chi Minh City - Vietnam	EAS
HG02035	m	KHV	Kinh in Ho Chi Minh City - Vietnam	EAS
HG02040	m	KHV	Kinh in Ho Chi Minh City - Vietnam	EAS
HG02047	m	KHV	Kinh in Ho Chi Minh City - Vietnam	EAS
HG02048	f	KHV	Kinh in Ho Chi Minh City - Vietnam	EAS
HG02049	f	KHV	Kinh in Ho Chi Minh City - Vietnam	EAS
HG02050	m	KHV	Kinh in Ho Chi Minh City - Vietnam	EAS
HG02057	f	KHV	Kinh in Ho Chi Minh City - Vietnam	EAS
HG02058	m	KHV	Kinh in Ho Chi Minh City - Vietnam	EAS
HG02060	f	KHV	Kinh in Ho Chi Minh City - Vietnam	EAS
HG02061	m	KHV	Kinh in Ho Chi Minh City - Vietnam	EAS
HG02064	m	KHV	Kinh in Ho Chi Minh City - Vietnam	EAS
HG02067	m	KHV	Kinh in Ho Chi Minh City - Vietnam	EAS
HG02069	f	KHV	Kinh in Ho Chi Minh City - Vietnam	EAS
HG02070	m	KHV	Kinh in Ho Chi Minh City - Vietnam	EAS
HG02072	f	KHV	Kinh in Ho Chi Minh City - Vietnam	EAS
HG02073	m	KHV	Kinh in Ho Chi Minh City - Vietnam	EAS
HG02075	f	KHV	Kinh in Ho Chi Minh City - Vietnam	EAS
HG02076	m	KHV	Kinh in Ho Chi Minh City - Vietnam	EAS
HG02078	f	KHV	Kinh in Ho Chi Minh City - Vietnam	EAS
HG02079	m	KHV	Kinh in Ho Chi Minh City - Vietnam	EAS
HG02081	f	KHV	Kinh in Ho Chi Minh City - Vietnam	EAS
HG02082	m	KHV	Kinh in Ho Chi Minh City - Vietnam	EAS
HG02084	f	KHV	Kinh in Ho Chi Minh City - Vietnam	EAS
HG02085	m	KHV	Kinh in Ho Chi Minh City - Vietnam	EAS
HG02086	f	KHV	Kinh in Ho Chi Minh City - Vietnam	EAS
HG02087	f	KHV	Kinh in Ho Chi Minh City - Vietnam	EAS
HG02088	m	KHV	Kinh in Ho Chi Minh City - Vietnam	EAS
HG02113	f	KHV	Kinh in Ho Chi Minh City - Vietnam	EAS
HG02116	m	KHV	Kinh in Ho Chi Minh City - Vietnam	EAS
HG02121	f	KHV	Kinh in Ho Chi Minh City - Vietnam	EAS
HG02122	m	KHV	Kinh in Ho Chi Minh City - Vietnam	EAS
HG02127	f	KHV	Kinh in Ho Chi Minh City - Vietnam	EAS
HG02128	m	KHV	Kinh in Ho Chi Minh City - Vietnam	EAS
HG02130	f	KHV	Kinh in Ho Chi Minh City - Vietnam	EAS
HG02131	m	KHV	Kinh in Ho Chi Minh City - Vietnam	EAS
HG02133	f	KHV	Kinh in Ho Chi Minh City - Vietnam	EAS
HG02134	m	KHV	Kinh in Ho Chi Minh City - Vietnam	EAS
HG02136	f	KHV	Kinh in Ho Chi Minh City - Vietnam	EAS
HG02137	m	KHV	Kinh in Ho Chi Minh City - Vietnam	EAS
HG02138	m	KHV	Kinh in Ho Chi Minh City - Vietnam	EAS
HG02139	f	KHV	Kinh in Ho Chi Minh City - Vietnam	EAS
HG02140	f	KHV	Kinh in Ho Chi Minh City - Vietnam	EAS
HG02141	m	KHV	Kinh in Ho Chi Minh City - Vietnam	EAS
HG02142	f	KHV	Kinh in Ho Chi Minh City - Vietnam	EAS
HG02512	m	KHV	Kinh in Ho Chi Minh City - Vietnam	EAS
HG02513	f	KHV	Kinh in Ho Chi Minh City - Vietnam	EAS
HG02521	m	KHV	Kinh in Ho Chi Minh City - Vietnam	EAS
HG02522	f	KHV	Kinh in Ho Chi Minh City - Vietnam	EAS
HG01112	m	CLM	Colombians from Medellin - Colombia	AMR
HG01113	f	CLM	Colombians from Medellin - Colombia	AMR
HG01119	f	CLM	Colombians from Medellin - Colombia	AMR
HG01121	m	CLM	Colombians from Medellin - Colombia	AMR
HG01122	f	CLM	Colombians from Medellin - Colombia	AMR
HG01124	m	CLM	Colombians from Medellin - Colombia	AMR
HG01125	f	CLM	Colombians from Medellin - Colombia	AMR
HG01130	m	CLM	Colombians from Medellin - Colombia	AMR
HG01131	f	CLM	Colombians from Medellin - Colombia	AMR
HG01133	m	CLM	Colombians from Medellin - Colombia	AMR
HG01134	f	CLM	Colombians from Medellin - Colombia	AMR
HG01136	m	CLM	Colombians from Medellin - Colombia	AMR
HG01137	f	CLM	Colombians from Medellin - Colombia	AMR
HG01139	m	CLM	Colombians from Medellin - Colombia	AMR
HG01140	f	CLM	Colombians from Medellin - Colombia	AMR
HG01142	m	CLM	Colombians from Medellin - Colombia	AMR
HG01148	m	CLM	Colombians from Medellin - Colombia	AMR
HG01149	f	CLM	Colombians from Medellin - Colombia	AMR
HG01250	m	CLM	Colombians from Medellin - Colombia	AMR
HG01251	f	CLM	Colombians from Medellin - Colombia	AMR
HG01253	m	CLM	Colombians from Medellin - Colombia	AMR
HG01254	f	CLM	Colombians from Medellin - Colombia	AMR
HG01256	m	CLM	Colombians from Medellin - Colombia	AMR
HG01257	f	CLM	Colombians from Medellin - Colombia	AMR
HG01259	m	CLM	Colombians from Medellin - Colombia	AMR
HG01260	f	CLM	Colombians from Medellin - Colombia	AMR
HG01269	f	CLM	Colombians from Medellin - Colombia	AMR
HG01271	m	CLM	Colombians from Medellin - Colombia	AMR
HG01272	f	CLM	Colombians from Medellin - Colombia	AMR
HG01275	f	CLM	Colombians from Medellin - Colombia	AMR
HG01277	m	CLM	Colombians from Medellin - Colombia	AMR
HG01280	m	CLM	Colombians from Medellin - Colombia	AMR
HG01281	f	CLM	Colombians from Medellin - Colombia	AMR
HG01284	f	CLM	Colombians from Medellin - Colombia	AMR
HG01341	m	CLM	Colombians from Medellin - Colombia	AMR
HG01342	f	CLM	Colombians from Medellin - Colombia	AMR
HG01344	m	CLM	Colombians from Medellin - Colombia	AMR
HG01345	f	CLM	Colombians from Medellin - Colombia	AMR
HG01348	f	CLM	Colombians from Medellin - Colombia	AMR
HG01350	m	CLM	Colombians from Medellin - Colombia	AMR
HG01351	f	CLM	Colombians from Medellin - Colombia	AMR
HG01353	m	CLM	Colombians from Medellin - Colombia	AMR
HG01354	f	CLM	Colombians from Medellin - Colombia	AMR
HG01356	m	CLM	Colombians from Medellin - Colombia	AMR
HG01357	f	CLM	Colombians from Medellin - Colombia	AMR
HG01359	m	CLM	Colombians from Medellin - Colombia	AMR
HG01360	f	CLM	Colombians from Medellin - Colombia	AMR
HG01362	m	CLM	Colombians from Medellin - Colombia	AMR
HG01363	f	CLM	Colombians from Medellin - Colombia	AMR
HG01365	m	CLM	Colombians from Medellin - Colombia	AMR
HG01366	f	CLM	Colombians from Medellin - Colombia	AMR
HG01369	f	CLM	Colombians from Medellin - Colombia	AMR
HG01372	f	CLM	Colombians from Medellin - Colombia	AMR
HG01374	m	CLM	Colombians from Medellin - Colombia	AMR
HG01375	f	CLM	Colombians from Medellin - Colombia	AMR
HG01377	m	CLM	Colombians from Medellin - Colombia	AMR
HG01378	f	CLM	Colombians from Medellin - Colombia	AMR
HG01383	m	CLM	Colombians from Medellin - Colombia	AMR
HG01384	f	CLM	Colombians from Medellin - Colombia	AMR
HG01389	m	CLM	Colombians from Medellin - Colombia	AMR
HG01390	f	CLM	Colombians from Medellin - Colombia	AMR
HG01431	m	CLM	Colombians from Medellin - Colombia	AMR
HG01432	f	CLM	Colombians from Medellin - Colombia	AMR
HG01435	f	CLM	Colombians from Medellin - Colombia	AMR
HG01437	m	CLM	Colombians from Medellin - Colombia	AMR
HG01438	f	CLM	Colombians from Medellin - Colombia	AMR
HG01440	m	CLM	Colombians from Medellin - Colombia	AMR
HG01441	f	CLM	Colombians from Medellin - Colombia	AMR
HG01443	m	CLM	Colombians from Medellin - Colombia	AMR
HG01444	f	CLM	Colombians from Medellin - Colombia	AMR
HG01447	f	CLM	Colombians from Medellin - Colombia	AMR
HG01455	m	CLM	Colombians from Medellin - Colombia	AMR
HG01456	f	CLM	Colombians from Medellin - Colombia	AMR
HG01459	f	CLM	Colombians from Medellin - Colombia	AMR
HG01461	m	CLM	Colombians from Medellin - Colombia	AMR
HG01462	f	CLM	Colombians from Medellin - Colombia	AMR
HG01464	m	CLM	Colombians from Medellin - Colombia	AMR
HG01465	f	CLM	Colombians from Medellin - Colombia	AMR
HG01468	f	CLM	Colombians from Medellin - Colombia	AMR
HG01474	f	CLM	Colombians from Medellin - Colombia	AMR
HG01479	m	CLM	Colombians from Medellin - Colombia	AMR
HG01485	m	CLM	Colombians from Medellin - Colombia	AMR
HG01486	f	CLM	Colombians from Medellin - Colombia	AMR
HG01488	m	CLM	Colombians from Medellin - Colombia	AMR
HG01489	f	CLM	Colombians from Medellin - Colombia	AMR
HG01491	m	CLM	Colombians from Medellin - Colombia	AMR
HG01492	f	CLM	Colombians from Medellin - Colombia	AMR
HG01494	m	CLM	Colombians from Medellin - Colombia	AMR
HG01495	f	CLM	Colombians from Medellin - Colombia	AMR
HG01497	m	CLM	Colombians from Medellin - Colombia	AMR
HG01498	f	CLM	Colombians from Medellin - Colombia	AMR
HG01550	m	CLM	Colombians from Medellin - Colombia	AMR
HG01551	f	CLM	Colombians from Medellin - Colombia	AMR
HG01556	m	CLM	Colombians from Medellin - Colombia	AMR
NA19648	f	MXL	Mexican Ancestry from Los Angeles USA	AMR
NA19649	m	MXL	Mexican Ancestry from Los Angeles USA	AMR
NA19651	f	MXL	Mexican Ancestry from Los Angeles USA	AMR
NA19652	m	MXL	Mexican Ancestry from Los Angeles USA	AMR
NA19654	f	MXL	Mexican Ancestry from Los Angeles USA	AMR
NA19655	m	MXL	Mexican Ancestry from Los Angeles USA	AMR
NA19657	f	MXL	Mexican Ancestry from Los Angeles USA	AMR
NA19658	m	MXL	Mexican Ancestry from Los Angeles USA	AMR
NA19661	m	MXL	Mexican Ancestry from Los Angeles USA	AMR
NA19663	f	MXL	Mexican Ancestry from Los Angeles USA	AMR
NA19664	m	MXL	Mexican Ancestry from Los Angeles USA	AMR
NA19669	f	MXL	Mexican Ancestry from Los Angeles USA	AMR
NA19670	m	MXL	Mexican Ancestry from Los Angeles USA	AMR
NA19676	m	MXL	Mexican Ancestry from Los Angeles USA	AMR
NA19678	f	MXL	Mexican Ancestry from Los Angeles USA	AMR
NA19679	m	MXL	Mexican Ancestry from Los Angeles USA	AMR
NA19681	f	MXL	Mexican Ancestry from Los Angeles USA	AMR
NA19682	m	MXL	Mexican Ancestry from Los Angeles USA	AMR
NA19684	f	MXL	Mexican Ancestry from Los Angeles USA	AMR
NA19716	f	MXL	Mexican Ancestry from Los Angeles USA	AMR
NA19717	m	MXL	Mexican Ancestry from Los Angeles USA	AMR
NA19719	f	MXL	Mexican Ancestry from Los Angeles USA	AMR
NA19720	m	MXL	Mexican Ancestry from Los Angeles USA	AMR
NA19722	f	MXL	Mexican Ancestry from Los Angeles USA	AMR
NA19723	m	MXL	Mexican Ancestry from Los Angeles USA	AMR
NA19725	f	MXL	Mexican Ancestry from Los Angeles USA	AMR
NA19726	m	MXL	Mexican Ancestry from Los Angeles USA	AMR
NA19728	f	MXL	Mexican Ancestry from Los Angeles USA	AMR
NA19729	m	MXL	Mexican Ancestry from Los Angeles USA	AMR
NA19731	f	MXL	Mexican Ancestry from Los Angeles USA	AMR
NA19732	m	MXL	Mexican Ancestry from Los Angeles USA	AMR
NA19734	f	MXL	Mexican Ancestry from Los Angeles USA	AMR
NA19735	m	MXL	Mexican Ancestry from Los Angeles USA	AMR
NA19740	f	MXL	Mexican Ancestry from Los Angeles USA	AMR
NA19741	m	MXL	Mexican Ancestry from Los Angeles USA	AMR
NA19746	f	MXL	Mexican Ancestry from Los Angeles USA	AMR
NA19747	m	MXL	Mexican Ancestry from Los Angeles USA	AMR
NA19749	f	MXL	Mexican Ancestry from Los Angeles USA	AMR
NA19750	m	MXL	Mexican Ancestry from Los Angeles USA	AMR
NA19752	f	MXL	Mexican Ancestry from Los Angeles USA	AMR
NA19755	f	MXL	Mexican Ancestry from Los Angeles USA	AMR
NA19756	m	MXL	Mexican Ancestry from Los Angeles USA	AMR
NA19758	f	MXL	Mexican Ancestry from Los Angeles USA	AMR
NA19759	m	MXL	Mexican Ancestry from Los Angeles USA	AMR
NA19761	f	MXL	Mexican Ancestry from Los Angeles USA	AMR
NA19762	m	MXL	Mexican Ancestry from Los Angeles USA	AMR
NA19764	f	MXL	Mexican Ancestry from Los Angeles USA	AMR
NA19770	f	MXL	Mexican Ancestry from Los Angeles USA	AMR
NA19771	m	MXL	Mexican Ancestry from Los Angeles USA	AMR
NA19773	f	MXL	Mexican Ancestry from Los Angeles USA	AMR
NA19774	m	MXL	Mexican Ancestry from Los Angeles USA	AMR
NA19776	f	MXL	Mexican Ancestry from Los Angeles USA	AMR
NA19777	m	MXL	Mexican Ancestry from Los Angeles USA	AMR
NA19779	f	MXL	Mexican Ancestry from Los Angeles USA	AMR
NA19780	m	MXL	Mexican Ancestry from Los Angeles USA	AMR
NA19782	f	MXL	Mexican Ancestry from Los Angeles USA	AMR
NA19783	m	MXL	Mexican Ancestry from Los Angeles USA	AMR
NA19785	f	MXL	Mexican Ancestry from Los Angeles USA	AMR
NA19786	m	MXL	Mexican Ancestry from Los Angeles USA	AMR
NA19788	f	MXL	Mexican Ancestry from Los Angeles USA	AMR
NA19789	m	MXL	Mexican Ancestry from Los Angeles USA	AMR
NA19792	m	MXL	Mexican Ancestry from Los Angeles USA	AMR
NA19794	f	MXL	Mexican Ancestry from Los Angeles USA	AMR
NA19795	m	MXL	Mexican Ancestry from Los Angeles USA	AMR
HG01565	m	PEL	Peruvians from Lima - Peru	AMR
HG01566	f	PEL	Peruvians from Lima - Peru	AMR
HG01571	m	PEL	Peruvians from Lima - Peru	AMR
HG01572	f	PEL	Peruvians from Lima - Peru	AMR
HG01577	m	PEL	Peruvians from Lima - Peru	AMR
HG01578	f	PEL	Peruvians from Lima - Peru	AMR
HG01892	m	PEL	Peruvians from Lima - Peru	AMR
HG01893	f	PEL	Peruvians from Lima - Peru	AMR
HG01917	m	PEL	Peruvians from Lima - Peru	AMR
HG01918	f	PEL	Peruvians from Lima - Peru	AMR
HG01920	m	PEL	Peruvians from Lima - Peru	AMR
HG01921	f	PEL	Peruvians from Lima - Peru	AMR
HG01923	m	PEL	Peruvians from Lima - Peru	AMR
HG01924	f	PEL	Peruvians from Lima - Peru	AMR
HG01926	m	PEL	Peruvians from Lima - Peru	AMR
HG01927	f	PEL	Peruvians from Lima - Peru	AMR
HG01932	m	PEL	Peruvians from Lima - Peru	AMR
HG01933	f	PEL	Peruvians from Lima - Peru	AMR
HG01935	m	PEL	Peruvians from Lima - Peru	AMR
HG01936	f	PEL	Peruvians from Lima - Peru	AMR
HG01938	m	PEL	Peruvians from Lima - Peru	AMR
HG01939	f	PEL	Peruvians from Lima - Peru	AMR
HG01941	m	PEL	Peruvians from Lima - Peru	AMR
HG01942	f	PEL	Peruvians from Lima - Peru	AMR
HG01944	m	PEL	Peruvians from Lima - Peru	AMR
HG01945	f	PEL	Peruvians from Lima - Peru	AMR
HG01947	m	PEL	Peruvians from Lima - Peru	AMR
HG01948	f	PEL	Peruvians from Lima - Peru	AMR
HG01950	m	PEL	Peruvians from Lima - Peru	AMR
HG01951	f	PEL	Peruvians from Lima - Peru	AMR
HG01953	m	PEL	Peruvians from Lima - Peru	AMR
HG01954	f	PEL	Peruvians from Lima - Peru	AMR
HG01961	m	PEL	Peruvians from Lima - Peru	AMR
HG01965	f	PEL	Peruvians from Lima - Peru	AMR
HG01967	m	PEL	Peruvians from Lima - Peru	AMR
HG01968	f	PEL	Peruvians from Lima - Peru	AMR
HG01970	m	PEL	Peruvians from Lima - Peru	AMR
HG01971	f	PEL	Peruvians from Lima - Peru	AMR
HG01973	f	PEL	Peruvians from Lima - Peru	AMR
HG01974	m	PEL	Peruvians from Lima - Peru	AMR
HG01976	f	PEL	Peruvians from Lima - Peru	AMR
HG01977	m	PEL	Peruvians from Lima - Peru	AMR
HG01979	m	PEL	Peruvians from Lima - Peru	AMR
HG01980	f	PEL	Peruvians from Lima - Peru	AMR
HG01982	m	PEL	Peruvians from Lima - Peru	AMR
HG01991	m	PEL	Peruvians from Lima - Peru	AMR
HG01992	f	PEL	Peruvians from Lima - Peru	AMR
HG01997	f	PEL	Peruvians from Lima - Peru	AMR
HG02002	m	PEL	Peruvians from Lima - Peru	AMR
HG02003	f	PEL	Peruvians from Lima - Peru	AMR
HG02006	f	PEL	Peruvians from Lima - Peru	AMR
HG02008	m	PEL	Peruvians from Lima - Peru	AMR
HG02089	f	PEL	Peruvians from Lima - Peru	AMR
HG02090	m	PEL	Peruvians from Lima - Peru	AMR
